type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,A Mighty Team,97,Thomas Sorriaux,Gérard Depardieu,sport,France,2015-2020,5.5,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner."
Movie,A Monster Calls,108,J.A. Bayona,Lewis MacDougall,fantasy,United Kingdom,2015-2020,5.8,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
Movie,A Most Violent Year,125,J.C. Chandor,Oscar Isaac,thrillers,United Arab Emirates,2010-2015,7.0,"This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await."
Movie,A New York Christmas Wedding,90,Otoja Abit,Nia Fairweather,romantic,United States,2015-2020,5.875,"When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
Movie,A Night at the Roxbury,82,John Fortenberry,Will Ferrell,cult,United States,1995-2000,6.5,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
Movie,A Noble Intention,111,Joram Lürsen,Gijs Scholten van Aschat,cult,Netherlands,2010-2015,6.7,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
Movie,A Patch of Fog,92,Michael Lennox,Stephen Graham,thrillers,United Kingdom,2010-2015,6.6,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
Movie,A Perfect Ending,110,Nicole Conn,Barbara Niven,documentary,United States,2010-2015,5.7,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
Movie,A Perfect Man,94,Kees Van Oostrum,Liev Schreiber,romantic,United States,2010-2015,5.4,"From gifted athlete to professional NBA hooper, Coney Island's Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey."
Movie,A Princess for Christmas,91,Michael Damian,Katie McGrath,dramas,United States,2010-2015,5.225,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
TV Show,A Queen Is Born,1,Carla Barros,Gloria Groove,dramas,Brazil,2015-2020,6.4,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
Movie,A Remarkable Tale,94,Marina Seresesky,Carmen Machi,dramas,Spain,2015-2020,5.3,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
Movie,A Russell Peters Christmas,44,Henry Sarwer-Foner,Russell Peters,standup,Canada,2010-2015,4.1,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used."
Movie,A Scandall,108,Ishaan Trivedi,Johnny Baweja,thrillers,India,2015-2020,3.0,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.
Movie,A Second Chance,130,Cathy Garcia-Molina,John Lloyd Cruz,romantic,Philippines,2010-2015,7.1,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications."
Movie,A Separation,123,Asghar Farhadi,Leila Hatami,romantic,Iran,2010-2015,5.125,"Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty."
Movie,A Serious Man,106,"Ethan Coen, Joel Coen",Michael Stuhlbarg,commedies,United States,2005-2010,7.0,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood."
Movie,A Shaun the Sheep Movie: Farmageddon,87,"Richard Phelan, Will Becher",Justin Fletcher,commedies,United Kingdom,2015-2020,6.9,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.
Movie,A Silent Voice,130,Naoko Yamada,Miyu Irino,commedies,Japan,2015-2020,8.2,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
Movie,A Single Man,100,Tom Ford,Colin Firth,commedies,United States,2005-2010,7.6,"Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers."
Movie,A Sort of Family,96,Diego Lerman,Bárbara Lennie,thrillers,Argentina,2015-2020,6.4,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
Movie,A Sort of Homecoming,89,Maria Burton,Laura Marano,thrillers,United States,2010-2015,5.8,A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.
Movie,A Stoning in Fulham County,95,Larry Elikann,Ken Olin,dramas,United States,1980-1990,5.7,"Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
Movie,A StoryBots Christmas,26,"Evan Spiridellis, Jeff Gill",Edward Asner,commedies,United States,2015-2020,6.0,Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
Movie,A Sun,156,Chung Mong-hong,Wu Chien-ho,commedies,Taiwan,2015-2020,7.6,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999."
Movie,A Tale of Love and Darkness,98,Natalie Portman,Natalie Portman,dramas,Israel,2010-2015,6.0,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend."
Movie,A Thin Line Between Love & Hate,108,Martin Lawrence,Martin Lawrence,romantic,United States,1995-2000,5.6,"After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch."
Movie,A Thousand Words,92,Brian Robbins,Eddie Murphy,commedies,United States,2010-2015,5.9,"When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life."
Movie,A Trip to Jamaica,99,Robert O. Peters,Ayo Makun,kids,Nigeria,2015-2020,5.4,"Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman."
Movie,A truthful Mother,85,Ravishankar Venkateswaran,Revathi,kids,India,2015-2020,7.7,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts."
Movie,A Twelve Year Night,122,Álvaro Brechner,Antonio de la Torre,kids,Uruguay,2015-2020,7.6,"At the invitation of a relative, young Jules Daly travels with her niece and nephew to a castle in Europe, where Jules falls for a dashing prince."
Movie,A Very Country Christmas,84,Justin G. Dyck,Bea Santos,romantic,United States,2015-2020,6.225,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
Movie,A Very Murray Christmas,57,Sofia Coppola,Bill Murray,musical,United States,2010-2015,5.5,"The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them."
Movie,A Very Special Love,107,Cathy Garcia-Molina,John Lloyd Cruz,romantic,Philippines,2005-2010,7.4,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter."
Movie,A Walk to Remember,102,Adam Shankman,Mandy Moore,romantic,United States,2000-2005,7.4,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined."
Movie,A Wednesday,103,Neeraj Pandey,Anupam Kher,dramas,India,2005-2010,8.1,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges."
Movie,A Whisker Away,104,"Junichi Sato, Tomotaka Shibayama",Mirai Shida,kids,Japan,2015-2020,6.225,"Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad."
Movie,A Witches' Ball,91,Justin G. Dyck,Morgan Neundorf,kids,Canada,2015-2020,5.2,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
Movie,A Wrinkle in Time,110,Ava DuVernay,Storm Reid,kids,United States,2015-2020,4.3,"With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance."
Movie,A Yellow Bird,111,K. Rajagopal,Sivakumar Palakrishnan,nature,Singapore,2015-2020,5.5,A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
TV Show,A.I.C.O.,1,Kazuya Murata,Haruka Shiraishi,dramas,Japan,2015-2020,5.975,Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be – and what might have been – come flooding back.
Movie,A.M.I.,77,Rusty Nixon,Debs Howard,horror,Canada,2015-2020,4.0,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
Movie,A.X.L.,99,Oliver Daly,Alex Neustaedter,kids,United States,2015-2020,5.3,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
Movie,Aşk Tesadüfleri Sever,122,Ömer Faruk Sorak,Mehmet Günsür,romantic,Turkey,2010-2015,6.35,A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.
Movie,Aadu 2,150,Midhun Manuel Thomas,Jayasurya,romantic,India,2015-2020,7.1,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters."
Movie,Aagey Se Right,117,Indrajit Nattoji,Shreyas Talpade,musical,India,2005-2010,5.1,"Based on the memoirs of author Amos Oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel."
Movie,Aajcha Divas Majha,126,Chandrakant Kulkarni,Sachin Khedekar,dramas,India,2010-2015,6.625,"Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
Movie,Aakhri Adaalat,148,Rajiv Mehra,Vinod Khanna,dramas,India,1980-1990,5.2,"When a philandering club promoter sets out to woo a rich, glamorous woman, he has no clue just how much mayhem he's about to unleash on his life."
Movie,Aalorukkam,122,V C Abhilash,Indrans,dramas,India,2015-2020,6.6,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way."
Movie,Aamir,95,Raj Kumar Gupta,Rajeev Khandelwal,thrillers,India,2005-2010,7.7,"When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count."
Movie,Aapla Manus,133,Satish Rajwade,Nana Patekar,thrillers,India,2015-2020,7.8,"Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds."
Movie,Aarakshan,164,Prakash Jha,Amitabh Bachchan,thrillers,India,2010-2015,6.2,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone."
